id;numCavite;indiceBSS;designationBSS;natureCavite;typeCavite;typeCaviteAppauvri;nomCavite;statut;confidentialite;raisonConfidentialite;organismeChxConfidentialite;reperageGeographique;positionnement;positionnementAppauvri;sourceCoordonnees;precisionXY;dateValidite;auteurDescription;dateMajCavite;lambertOuvrage;xOuvrage;yOuvrage;zOuvrage;xouvl2e;youvl2e;numInsee;commentaires;caviteAssociee;cUserSaisie;cDateSaisie;cUserModif;dateValidationSaisie;dateValidationDiffusion;userValidationSaisie;userValidationDiffusion;statutValidation;dangerosite;
"2836";"AQIAA0020031";;;"chambres et piliers";"carrière";"carriere";"La_Goilane_02";"abandon";"public";;;"centre cavité";"précis";"precis";"GPS";"0";"2009-03-03";"M.BORDONNE";"2009-03-17";"5";"400171.000000";"1976704.000000";;"400171";"1976704";"33044";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"106185";"AQIAA0020032";;;"galeries filantes";"carrière";"carriere";"La_Goilane_01";"abandon";"public";;;"centre cavité";"précis";"precis";"GPS";"0";"2009-03-03";"M.BORDONNE";"2009-10-07";"5";"400129.000000";"1976689.000000";;"400129";"1976689";"33044";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"106244";"AQIAA0020035";;;"galeries filantes";"carrière";"carriere";"Balette";"abandon";"public";;;"centre cavité";"approché";"approche";"plan au 1/5000";"25";"2009-03-03";"M.BORDONNE";"2009-04-06";"5";"412733.000000";"1989124.000000";;"412733";"1989124";"33045";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105536";"AQIAA0020036";;;"chambres et galeries";"carrière";"carriere";"Guilhembouey";"abandon";"public";;;"centre cavité";"approché";"approche";"carte au 1/25000";"25";"2009-03-03";"M.BORDONNE";"2009-10-14";"5";"408589.000000";"1975416.000000";;"408589";"1975416";"33057";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"2615";"AQIAA0020037";;;"galeries filantes";"carrière";"carriere";"Clottet_Laridelle_02";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/200";"5";"2009-03-03";"M.BORDONNE";"2009-03-17";"5";"394593.000000";"1979505.000000";;"394593";"1979505";"33059";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"108697";"AQIAA0020038";;;"galeries filantes";"carrière";"carriere";"Clottet_Laridelle_01";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/200";"10";"2009-03-03";"M.BORDONNE";"2009-03-17";"5";"394620.000000";"1979515.000000";;"394620";"1979515";"33059";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"106894";"AQIAA0020039";;;"galeries filantes";"carrière";"carriere";"Clottet_Pont_Traoucat_06";"abandon";"public";;;"centre cavité";"approché";"approche";"plan au 1/200";"5";"2009-03-03";"M.BORDONNE";"2009-03-17";"5";"394693.000000";"1979510.000000";;"394693";"1979510";"33059";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105966";"AQIAA0020040";;;"galeries filantes";"carrière";"carriere";"Clottet_Pont_Traoucat_05";"abandon";"public";;;"centre cavité";"approché";"approche";"plan au 1/1000";"25";"2009-03-03";"M.BORDONNE";"2009-03-23";"5";"394698.000000";"1979524.000000";;"394698";"1979524";"33059";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105676";"AQIAA0020041";;;"galeries filantes";"carrière";"carriere";"Clottet_Pont_Traoucat_04";"abandon";"public";;;"centre cavité";"approché";"approche";"plan au 1/1000";"25";"2009-03-03";"M.BORDONNE";"2009-03-17";"5";"394715.000000";"1979527.000000";;"394715";"1979527";"33059";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"108908";"AQIAA0020042";;;"chambres et piliers";"carrière";"carriere";"Pont_Traoucat_03";"abandon";"public";;;"centre cavité";"approché";"approche";"plan au 1/1000";"25";"2009-03-03";"M.BORDONNE";"2009-05-27";"5";"394782.000000";"1979548.000000";;"394782";"1979548";"33059";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"2890";"AQIAA0020043";;;"galeries filantes";"carrière";"carriere";"Clottet_Pont_Traoucat_02";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/200";"10";"2009-03-03";"M.BORDONNE";"2009-03-17";"5";"394748.000000";"1979651.000000";;"394748";"1979651";"33059";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"106027";"AQIAA0020044";;;"galeries filantes";"carrière";"carriere";"Clottet_Pont_Traoucat_01";"abandon";"public";;;"centre cavité";"approché";"approche";"plan au 1/1000";"25";"2009-03-03";"M.BORDONNE";"2009-03-17";"5";"394808.000000";"1979680.000000";;"394808";"1979680";"33059";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"2771";"AQIAA0020045";;;"galeries filantes";"carrière";"carriere";"Clottet_Le_Temple_02";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-03-03";"M.BORDONNE";"2009-03-17";"5";"395093.000000";"1979735.000000";;"395093";"1979735";"33059";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105666";"AQIAA0020046";;;"chambres et piliers";"carrière";"carriere";"Le_Temple_01";"abandon";"public";;;"centre cavité";"précis";"precis";"GPS";"0";"2009-03-03";"M.BORDONNE";"2009-03-17";"5";"395217.000000";"1979692.000000";;"395217";"1979692";"33059";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"109446";"AQIAA0020047";;;"chambres et piliers";"carrière";"carriere";"Le_Bourg_de_Bonnetan_01";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/2500";"10";"2009-03-03";"M.BORDONNE";"2009-03-17";"5";"382589.000000";"1983853.000000";;"382589";"1983853";"33061";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"2630";"AQIAA0020048";;;"chambres et piliers";"carrière";"carriere";"Le_Bourg_de Bonnetan_03";"abandon";"public";;;"centre cavité";"approché";"approche";"plan au 1/5000";"25";"2009-03-03";"M.BORDONNE";"2009-03-17";"5";"382564.000000";"1983804.000000";;"382564";"1983804";"33061";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105669";"AQIAA0020049";;;"orifice_naturel_horizontal";"naturelle";"naturelle";"Puits_Le_Bourg_de_Bonnetan_02";"abandon";"public";;;"orifice visible";"approché";"approche";"plan au 1/2500";"25";"2009-03-03";"M.BORDONNE";"2009-03-23";"5";"382612.000000";"1983819.000000";;"382612";"1983819";"33061";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"112546";"AQIAA0020050";;;"chambres et piliers";"carrière";"carriere";"Le_Bourg_Sud_de_Bonnetan";"abandon";"public";;;"centre cavité";"approché";"approche";"plan au 1/2500";"50";"2009-03-03";"M.BORDONNE";"2010-01-07";"5";"382777.000000";"1983806.000000";;"382777";"1983806";"33061";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"2634";"AQIAA0020052";;;"chambres et piliers";"carrière";"carriere";"Serbeau_01";"abandon";"public";;;"centre cavité";"précis";"precis";"GPS";"5";"2009-03-03";"M.BORDONNE";"2009-03-20";"5";"382358.000000";"1983314.000000";;"382358";"1983314";"33061";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"112545";"AQIAA0020053";;;"chambres et piliers";"carrière";"carriere";"Serbeau_02";"abandon";"public";;;"centre cavité";"précis";"precis";"GPS";"5";"2009-03-03";"M.BORDONNE";"2009-03-23";"5";"382396.000000";"1983306.000000";;"382396";"1983306";"33061";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"106934";"AQIAA0020054";;;"chambres et piliers";"carrière";"carriere";"Serbeau_03";"abandon";"public";;;"centre cavité";"précis";"precis";"GPS";"5";"2009-03-03";"M.BORDONNE";"2009-03-20";"5";"382427.000000";"1983276.000000";;"382427";"1983276";"33061";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"106215";"AQIAA0020055";;;"chambres et piliers";"carrière";"carriere";"Serbeau_05";"abandon";"public";;;"centre cavité";"précis";"precis";"GPS";"5";"2009-03-03";"M.BORDONNE";"2009-03-20";"5";"382436.000000";"1983259.000000";;"382436";"1983259";"33061";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"765";"AQIAA0020056";;;"chambres et piliers";"carrière";"carriere";"Serbeau_06";"abandon";"public";;;"centre cavité";"précis";"precis";"GPS";"5";"2009-03-03";"M.BORDONNE";"2009-03-23";"5";"382467.000000";"1983263.000000";;"382467";"1983263";"33061";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105862";"AQIAA0020057";;;"chambres et piliers";"carrière";"carriere";"Serbeau_04";"abandon";"public";;;"centre cavité";"précis";"precis";"GPS";"5";"2009-03-03";"M.BORDONNE";"2009-03-20";"5";"382478.000000";"1983264.000000";;"382478";"1983264";"33061";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"108069";"AQIAA0020058";;;"chambres et piliers";"carrière";"carriere";"Plantier";"abandon";"public";;;"centre cavité";"approché";"approche";"plan au 1/1000";"25";"2009-03-03";"M.BORDONNE";"2009-03-20";"5";"382398.000000";"1983145.000000";;"382398";"1983145";"33061";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"108857";"AQIAA0020059";;;"chambres et piliers";"carrière";"carriere";"Serbeau_07";"abandon";"public";;;"centre cavité";"précis";"precis";"GPS";"5";"2009-03-03";"M.BORDONNE";"2009-05-27";"5";"382371.000000";"1983302.000000";;"382371";"1983302";"33061";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
